body_pos_x	body_pos_y	body_pos_z	body_quat_w	body_quat_x	body_quat_y	body_quat_z	joint_pos00	joint_pos01	joint_pos02	joint_pos03	joint_pos04	joint_pos05	joint_pos06	joint_pos07	joint_pos08	joint_pos09	joint_pos10	joint_pos11	joint_pos12	joint_pos13	joint_pos14	joint_pos15	joint_pos16	joint_pos17	joint_pos18	joint_pos19	joint_pos20	joint_vel_00	joint_vel_01	joint_vel_02	joint_vel_03	joint_vel_04	joint_vel_05	joint_vel_06	joint_vel_07	joint_vel_08	joint_vel_09	joint_vel_10	joint_vel_11	joint_vel_12	joint_vel_13	joint_vel_14	joint_vel_15	joint_vel_16	joint_vel_17	joint_vel_18	joint_vel_19	joint_vel_20
0.676735	0.933896	0.723140	0.816916	-0.033798	-0.021500	-0.575364	-0.197184	-1.148169	0.170602	-0.667052	1.250329	-0.439168	-0.195179	-0.531132	-0.293688	-0.995709	0.604718	-0.438974	0.261799	-0.708343	0.115450	-1.017718	-1.589821	-1.187467	0.167331	0.601192	-1.124187	1.000888	0.773233	2.629632	1.691042	-0.426403	-0.944939	-0.322765	1.551771	-1.291632	2.915072	1.093472	1.108528	0.000000	1.077172	-0.020908	0.290695	-0.395197	0.788495	0.865348	-0.489958	0.489047
0.680645	0.929766	0.725170	0.797363	-0.037558	-0.020128	-0.601994	-0.178240	-1.137514	0.222098	-0.639477	1.248261	-0.459130	-0.205143	-0.509800	-0.312129	-0.950451	0.616329	-0.407421	0.261799	-0.699709	0.114254	-1.016137	-1.593014	-1.179493	0.173382	0.597048	-1.121273	0.978356	2.110213	3.336052	3.172520	-1.297814	-0.837740	-0.523397	3.856791	-1.988406	5.122913	2.740753	1.778466	0.000000	1.292343	-0.171177	0.305098	-0.491232	1.369593	0.918121	-0.454095	0.372782
0.684803	0.926298	0.729256	0.770752	-0.041867	-0.019286	-0.635466	-0.158049	-1.063761	0.304044	-0.540151	1.198416	-0.472677	-0.216115	-0.376861	-0.373224	-0.790793	0.714348	-0.367835	0.261799	-0.656649	0.108603	-1.005514	-1.609471	-1.132684	0.204056	0.583028	-1.109276	1.032304	2.547780	3.526618	3.506286	-1.344240	-0.752782	-0.620474	4.540159	-2.054852	5.305621	3.454675	2.439939	0.000000	1.276830	-0.178087	0.300038	-0.490490	1.455700	0.879484	-0.420269	0.345287
0.688620	0.921133	0.732563	0.748034	-0.048980	-0.018033	-0.661604	-0.136948	-1.035603	0.363163	-0.499226	1.194491	-0.489242	-0.229962	-0.328194	-0.394324	-0.738227	0.754516	-0.309824	0.261799	-0.648636	0.107130	-1.004135	-1.612633	-1.121265	0.208561	0.580237	-1.107461	1.261779	1.854730	3.247797	2.458911	-0.351357	-0.832494	-0.840375	3.137522	-0.990839	3.266324	2.431283	3.095702	-1.000835	0.415741	-0.074023	0.047684	-0.159064	0.654015	0.226674	-0.134012	0.089270
0.691566	0.915460	0.736429	0.719733	-0.059022	-0.017158	-0.691525	-0.107578	-0.989571	0.433956	-0.441794	1.184362	-0.505977	-0.249730	-0.251360	-0.412857	-0.660140	0.811599	-0.244007	0.221766	-0.640019	0.105642	-1.003607	-1.615833	-1.106523	0.213123	0.577667	-1.105705	1.499082	7.610395	3.791541	8.823887	-3.000286	0.111246	-0.795937	18.037909	-0.332684	18.045469	8.556658	1.545931	-4.320849	1.509015	-0.075116	0.164086	-0.630862	3.096631	0.895581	-0.151560	0.265703
0.692206	0.916433	0.741228	0.682998	-0.063641	-0.013328	-0.727521	-0.076985	-0.731187	0.514825	-0.146270	1.074480	-0.484792	-0.261799	0.393322	-0.407631	-0.016408	1.096782	-0.247987	0.088965	-0.588275	0.104126	-0.997572	-1.637868	-0.997400	0.244384	0.574175	-1.096833	1.191032	8.335077	3.127531	9.990684	-3.168422	0.582486	-0.301725	23.221783	2.109462	23.046047	10.429197	-0.603771	-4.061888	1.721101	-0.061007	0.209656	-0.808820	3.820933	1.033901	-0.087574	0.271827
0.692636	0.916367	0.743430	0.656042	-0.068442	-0.007500	-0.751577	-0.059937	-0.656168	0.559058	-0.042167	1.057625	-0.482677	-0.261799	0.677511	-0.328479	0.261702	1.228767	-0.268158	0.059290	-0.571175	0.103201	-0.995221	-1.648186	-0.953686	0.254479	0.574164	-1.094832	0.984155	2.771422	1.909456	4.317355	-0.394890	0.047496	0.000000	13.064669	4.340003	11.782760	6.604209	-0.772933	-0.894695	0.587720	-0.027508	0.040735	-0.410503	1.755257	0.344506	0.026987	0.062078
0.693093	0.917118	0.743728	0.628444	-0.069800	-0.002511	-0.774713	-0.037619	-0.620330	0.591203	0.026424	1.058684	-0.482892	-0.261799	0.915909	-0.234031	0.454903	1.360950	-0.278904	0.053177	-0.564767	0.103025	-0.995942	-1.654288	-0.927189	0.258165	0.575254	-1.094350	1.027521	1.697522	1.259226	3.470260	0.400940	-0.216935	0.000000	12.459183	5.028381	9.385605	7.133713	-0.507952	-0.417388	0.241630	-0.016648	-0.052948	-0.314602	1.368880	0.139066	0.085008	0.020275
0.694226	0.918320	0.741161	0.601604	-0.066376	-0.000061	-0.796032	-0.018836	-0.588267	0.609427	0.096643	1.073662	-0.491355	-0.261799	1.175879	-0.127344	0.637126	1.514116	-0.288476	0.042595	-0.561510	0.102535	-0.997339	-1.660770	-0.898930	0.260042	0.577565	-1.094021	0.872113	1.307099	0.808330	2.742050	0.880340	-0.440808	0.000000	10.153204	4.374341	6.401630	5.613640	-0.337914	-0.452400	0.083090	-0.036900	-0.059471	-0.257170	1.113044	0.042211	0.098144	0.011641
0.694655	0.916873	0.739398	0.580976	-0.065087	0.000867	-0.811314	-0.002734	-0.568046	0.623536	0.136106	1.093898	-0.500524	-0.261799	1.322037	-0.059057	0.710968	1.585496	-0.292420	0.035081	-0.561443	0.101549	-0.998321	-1.664575	-0.882668	0.259853	0.579180	-1.093884	1.013487	0.922558	0.689209	2.039172	1.089266	-0.576192	0.000000	6.705716	3.746795	3.133787	3.081140	0.201575	-0.537958	-0.038914	-0.065155	-0.043508	-0.189325	0.808510	-0.033536	0.083041	0.005502
0.694282	0.915419	0.736618	0.556008	-0.062037	0.001549	-0.828857	0.021703	-0.551365	0.636995	0.178210	1.117233	-0.514403	-0.261799	1.444107	0.022528	0.762478	1.637361	-0.280413	0.021076	-0.563067	0.099929	-0.999079	-1.668343	-0.866590	0.258700	0.580886	-1.093801	1.306483	0.853759	0.549456	2.140476	1.131681	-0.716686	0.000000	5.312324	4.384152	2.188118	2.029407	1.003424	-0.588464	-0.126432	-0.093144	-0.010999	-0.193170	0.823429	-0.072874	0.096354	0.001764
0.693073	0.913622	0.733225	0.530397	-0.057153	0.001853	-0.845819	0.049525	-0.533896	0.645514	0.221725	1.139165	-0.529192	-0.261799	1.534530	0.116309	0.798492	1.666672	-0.252283	0.011543	-0.566500	0.097823	-0.998761	-1.672301	-0.849730	0.256938	0.583034	-1.093814	1.758716	2.727422	0.100087	4.085091	0.912195	-0.928693	0.000000	3.962121	5.253577	1.979707	0.998846	2.164549	0.002195	-0.501627	-0.308280	0.254130	-0.489324	1.870231	-0.245141	0.317822	-0.037113
0.691841	0.911201	0.728850	0.498687	-0.048990	0.000318	-0.865396	0.092052	-0.442268	0.640998	0.341614	1.153721	-0.551550	-0.261799	1.602592	0.232671	0.841666	1.677315	-0.193831	0.021164	-0.583132	0.087598	-0.988914	-1.687916	-0.791781	0.248895	0.593599	-1.095286	1.855722	11.785848	-1.408394	12.615985	-1.466694	-0.485632	0.000000	1.808113	4.274400	1.770726	-1.257843	2.775377	0.798132	-1.626748	-1.024186	1.277770	-1.535001	5.163272	-0.845429	1.079010	-0.350386
0.690114	0.905606	0.729456	0.474459	-0.043238	-0.004940	-0.879202	0.123754	-0.062462	0.589179	0.726364	1.080497	-0.548617	-0.261799	1.606855	0.287285	0.869322	1.616359	-0.141268	0.043468	-0.631570	0.056856	-0.947650	-1.733701	-0.643200	0.223121	0.626195	-1.107829	1.180923	20.114729	-4.352125	20.406839	-6.275062	0.984374	0.000000	-0.597006	1.745145	1.225190	-3.617570	2.231557	1.199198	-2.160618	-1.331310	1.867728	-1.961076	6.012058	-1.193474	1.359968	-0.748974
0.686818	0.896613	0.732066	0.455248	-0.041629	-0.013190	-0.889293	0.139289	0.362321	0.466913	1.157887	0.902718	-0.512175	-0.261799	1.578712	0.302477	0.890674	1.532612	-0.104569	0.069132	-0.669556	0.034346	-0.914205	-1.766359	-0.551298	0.201156	0.647998	-1.125244	0.733158	14.517622	-5.004360	14.919470	-7.131974	1.624353	0.000000	-1.270187	0.532756	0.618817	-3.843972	1.496641	1.008835	-1.405631	-0.789741	1.187782	-1.064152	3.089149	-0.762349	0.706342	-0.610229
0.681571	0.889472	0.731676	0.440855	-0.041676	-0.017017	-0.896449	0.153080	0.518243	0.389004	1.323143	0.795218	-0.483643	-0.261799	1.556047	0.308595	0.894074	1.462600	-0.081403	0.083821	-0.687796	0.025266	-0.900139	-1.776268	-0.519634	0.192627	0.654448	-1.132238	0.648981	7.722227	-5.600751	8.391031	-8.350903	2.773128	0.000000	-1.798242	-0.584532	-0.264336	-4.192877	1.166218	0.844798	-1.624458	-0.708618	1.188229	-0.616550	2.489088	-0.625703	0.477560	-0.565749
0.675657	0.880826	0.732928	0.427737	-0.045430	-0.020563	-0.902527	0.165248	0.671210	0.242883	1.493529	0.568682	-0.401250	-0.261799	1.506782	0.279096	0.880100	1.364897	-0.057920	0.102924	-0.734535	0.006001	-0.866676	-1.791021	-0.451735	0.176128	0.667100	-1.147874	0.599580	4.289457	-4.036404	4.518723	-6.180878	2.222247	0.000000	-1.259410	-0.928592	-0.409380	-3.373769	0.710424	0.788652	-1.379243	-0.562558	0.957409	-0.390559	1.951677	-0.464310	0.352578	-0.446585
0.668729	0.875948	0.729961	0.423747	-0.043610	-0.022095	-0.904460	0.177064	0.689821	0.227548	1.503892	0.547983	-0.394753	-0.261799	1.505671	0.271452	0.877699	1.327649	-0.052986	0.115367	-0.742965	0.002764	-0.861843	-1.791890	-0.441566	0.174055	0.668552	-1.150102	0.761551	1.415890	-1.613250	1.007450	-2.660334	1.045253	0.000000	-1.024359	-1.428323	-0.538580	-3.177288	0.396411	0.834274	-1.517382	-0.516272	0.721903	0.086749	1.627048	-0.271283	0.230192	-0.338745
0.661839	0.870099	0.729365	0.419406	-0.043952	-0.023864	-0.906420	0.195710	0.727846	0.178353	1.533827	0.462269	-0.359440	-0.261799	1.465808	0.221963	0.858557	1.237806	-0.042064	0.136295	-0.795230	-0.014650	-0.837799	-1.787551	-0.386653	0.165276	0.676308	-1.161424	0.782624	1.352334	-1.274011	0.770360	-2.413838	0.980719	0.000000	-1.346675	-1.952735	-0.583383	-3.045440	-0.041898	0.851811	-1.607999	-0.533512	0.680859	0.186759	1.637667	-0.258434	0.238627	-0.340939
0.653472	0.865101	0.726462	0.421325	-0.041542	-0.025361	-0.905603	0.208369	0.743914	0.176588	1.534707	0.451430	-0.355524	-0.261799	1.451804	0.193342	0.854364	1.205831	-0.054662	0.149440	-0.807285	-0.018576	-0.834608	-1.784420	-0.376060	0.163717	0.678097	-1.163739	0.664276	0.818239	0.020365	-0.018790	-0.495110	0.196094	0.000000	-0.990629	-1.864404	-0.459169	-1.837647	-0.812312	0.887704	-0.661451	-0.223244	0.118752	0.211763	0.528947	-0.083989	0.120804	-0.123492
0.644513	0.859848	0.723574	0.424890	-0.038812	-0.026969	-0.904011	0.222281	0.760575	0.179168	1.533075	0.442465	-0.351596	-0.261799	1.426183	0.147387	0.840190	1.164300	-0.074556	0.171803	-0.821688	-0.023580	-0.833049	-1.779081	-0.365495	0.161917	0.681140	-1.166364	0.611208	0.778870	0.152043	-0.149754	-0.347593	0.154543	0.000000	-1.500046	-2.576864	-0.907543	-2.270821	-1.343578	1.275772	-0.738905	-0.276989	0.025380	0.312150	0.500336	-0.094155	0.190449	-0.149748
0.635232	0.854246	0.720407	0.430279	-0.035366	-0.029259	-0.901528	0.232817	0.775069	0.182669	1.528716	0.437526	-0.349343	-0.261799	1.391802	0.090268	0.818062	1.114998	-0.108405	0.200471	-0.836841	-0.029656	-0.833593	-1.771934	-0.356046	0.159951	0.685715	-1.169729	0.095416	1.190186	0.203997	0.204918	-0.273631	0.244515	0.000000	-3.683207	-3.685243	-2.405112	-4.530543	-0.372239	1.126344	-1.879795	-1.166248	-0.323604	1.252657	1.010206	-0.332115	0.733867	-0.726500
