body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
-0.308121,-0.275774,0.767984,0.721473,0.035468,0.053762,-0.689441,0.108330,-0.610584,0.097317,-0.709701,0.436018,-0.113931,-0.193022,0.150443,-0.164347,-0.072762,0.369222,-0.265079,0.141018,-1.388503,-0.077949,-1.092811,-0.889761,-1.764742,0.077469,1.061599,-0.881684,0.393541,5.149224,3.225989,4.805027,-6.224306,-1.770349,-0.639236,-1.367228,-1.304771,-1.492399,-0.115126,0.829350,0.523482,-0.334439,0.050357,-0.011778,-1.124112,0.019202,-0.072064,-0.060332,1.127359
-0.298385,-0.277948,0.761951,-0.720618,-0.035518,-0.048031,0.690754,0.115128,-0.520071,0.152028,-0.621751,0.369980,-0.147498,-0.191585,0.126720,-0.193250,-0.097780,0.379137,-0.250613,0.148595,-1.383838,-0.076060,-1.093381,-0.904269,-1.748562,0.073916,1.060359,-0.860800,0.366904,3.943908,0.933846,3.714351,-1.680073,-1.843079,0.407299,-0.015181,-1.608258,-0.290751,1.907609,0.435336,0.089460,0.749478,0.156474,-0.063691,-0.295256,1.510975,-0.255260,-0.033352,1.024990
-0.288021,-0.280809,0.763807,-0.719733,-0.034810,-0.040169,0.692213,0.123006,-0.452827,0.134671,-0.561127,0.368815,-0.187654,-0.176730,0.149836,-0.228677,-0.084392,0.445526,-0.247666,0.144596,-1.358524,-0.071690,-1.095358,-0.901572,-1.704303,0.067258,1.060265,-0.840684,0.504558,3.200632,-1.208778,2.578762,0.528286,-1.817231,0.803773,2.959852,-2.008628,1.909204,5.062871,0.030008,-0.442333,1.784354,0.342360,-0.089380,0.535417,2.901506,-0.419786,0.006625,1.114123
-0.277120,-0.284027,0.765518,-0.718527,-0.033315,-0.030283,0.694041,0.135310,-0.392046,0.103677,-0.518600,0.391111,-0.220188,-0.159434,0.245114,-0.273596,-0.021412,0.581652,-0.249413,0.130901,-1.312464,-0.062365,-1.096956,-0.882853,-1.632502,0.057124,1.060624,-0.816235,0.792758,3.329086,-1.454890,2.036020,0.665805,-1.203560,0.662181,6.170877,-2.413638,4.082497,7.655265,-0.116188,-0.787136,2.784288,0.631850,-0.035569,1.245977,4.223153,-0.619127,-0.007984,1.345888
-0.266093,-0.286878,0.763363,-0.716813,-0.030982,-0.018917,0.696320,0.154716,-0.319664,0.076475,-0.479686,0.395447,-0.235796,-0.150243,0.396671,-0.325223,0.078908,0.751736,-0.252313,0.113111,-1.247152,-0.046416,-1.096781,-0.851732,-1.535377,0.042493,1.059945,-0.786849,1.135420,3.608251,-1.346921,1.771832,0.091789,-0.603030,0.372444,7.818447,-2.492539,5.534570,8.546514,-0.329087,-0.866337,3.704035,1.006712,0.068024,1.863214,5.436602,-0.877055,-0.075462,1.543023
-0.255616,-0.288908,0.760449,-0.714558,-0.027922,-0.006553,0.698989,0.180727,-0.247716,0.049800,-0.447727,0.394783,-0.244309,-0.144536,0.557852,-0.373297,0.199971,0.923513,-0.262576,0.096248,-1.164302,-0.022097,-1.094235,-0.808324,-1.415038,0.022042,1.057606,-0.754514,1.380901,3.486792,-1.296117,1.506125,-0.055389,-0.369234,0.394095,8.059861,-2.074741,5.819341,8.589681,-0.644594,-0.631100,4.493660,1.461958,0.189635,2.430113,6.499529,-1.218477,-0.163937,1.660562
-0.246196,-0.289829,0.760783,-0.711843,-0.024315,0.006183,0.701890,0.209952,-0.180192,0.024631,-0.419441,0.393232,-0.250566,-0.134479,0.719066,-0.408213,0.311681,1.095324,-0.278097,0.087867,-1.067406,0.012062,-1.089195,-0.754528,-1.275396,-0.006246,1.053388,-0.720426,1.409379,3.216513,-1.165548,1.353870,-0.086406,-0.277682,0.556679,8.060680,-1.295845,4.415824,7.485008,-0.662021,-0.054879,5.087994,1.966070,0.308973,2.856916,7.323763,-1.629997,-0.262794,1.726197
-0.238074,-0.289470,0.760724,-0.708801,-0.020400,0.018789,0.704863,0.237102,-0.119055,0.003178,-0.393572,0.391327,-0.255416,-0.122269,0.880279,-0.425131,0.376604,1.222913,-0.289057,0.094053,-0.960783,0.056546,-1.081876,-0.694047,-1.122087,-0.043158,1.047094,-0.685466,1.172904,2.871994,-0.965699,1.302975,-0.091673,-0.189055,0.601805,6.291306,-0.349979,2.377836,4.389262,-0.571673,0.662336,5.541438,2.504338,0.417823,3.083777,7.906079,-2.079649,-0.372291,1.765977
-0.231299,-0.287815,0.760535,-0.705629,-0.016515,0.030740,0.707722,0.256869,-0.065313,-0.013997,-0.367322,0.389565,-0.258128,-0.110407,0.970718,-0.422212,0.406795,1.270894,-0.300964,0.114360,-0.845748,0.112235,-1.072483,-0.631177,-0.959153,-0.089432,1.038496,-0.649787,0.759454,2.523992,-0.794409,1.372942,-0.073560,-0.081640,0.587389,3.508666,0.531207,1.021056,1.665702,-0.547025,1.185641,5.880204,3.015513,0.516233,3.104642,8.222619,-2.508892,-0.481421,1.808092
-0.225500,-0.285429,0.760387,-0.702384,-0.012987,0.041762,0.710453,0.267480,-0.018095,-0.028598,-0.338654,0.388384,-0.258682,-0.098773,1.020626,-0.403883,0.417446,1.289541,-0.310938,0.141478,-0.725574,0.177167,-1.061227,-0.569862,-0.793183,-0.143513,1.027837,-0.613142,0.287856,2.186800,-0.741036,1.500259,-0.044951,0.014476,0.588359,2.131462,1.117537,0.067755,0.374821,-0.151029,1.414149,6.076837,3.429261,0.630251,2.928786,8.305065,-2.867529,-0.599709,1.885948
