body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
0.001746,-0.010820,0.763200,0.706952,0.030808,0.053031,-0.704597,0.097038,-0.649678,-0.103988,-0.575574,0.572045,-0.222067,-0.086953,0.531275,0.091511,0.267332,0.510474,-0.200097,-0.064227,-0.114602,0.169537,-0.879456,-0.539240,0.021952,-0.152359,0.799891,-0.661712,0.032190,0.297903,0.087909,0.171253,0.002757,-0.141194,0.021578,-0.917956,-0.239482,-0.610531,-0.856322,0.217987,0.015152,0.186351,-0.010791,-0.005293,-0.054622,0.166728,0.003431,0.020540,0.023568
0.001878,-0.011785,0.763777,0.706999,0.030009,0.051965,-0.704664,0.097652,-0.643853,-0.102278,-0.572193,0.572174,-0.224887,-0.086536,0.513285,0.086932,0.255353,0.493824,-0.195888,-0.063938,-0.110831,0.169341,-0.879384,-0.540462,0.025295,-0.152325,0.800220,-0.661415,0.031213,0.286193,0.083169,0.166731,0.007790,-0.140165,0.019992,-0.882681,-0.220588,-0.588943,-0.811485,0.202913,0.014624,0.188592,-0.009264,0.009018,-0.068992,0.166496,0.000840,0.012496,0.011249
0.002010,-0.012721,0.764287,0.707016,0.029497,0.051278,-0.704719,0.098286,-0.638230,-0.100661,-0.568905,0.572357,-0.227673,-0.086153,0.495967,0.082688,0.243775,0.478014,-0.191981,-0.063642,-0.107059,0.169167,-0.879095,-0.541999,0.028612,-0.152326,0.800391,-0.661262,0.031986,0.276281,0.078754,0.161807,0.010723,-0.138283,0.018416,-0.849661,-0.204062,-0.569434,-0.769773,0.188389,0.014164,0.188207,-0.008513,0.018242,-0.084727,0.164436,-0.000814,0.005038,0.005402
0.002140,-0.013626,0.764740,0.707019,0.028762,0.050276,-0.704818,0.098931,-0.632802,-0.099128,-0.565721,0.572603,-0.230419,-0.085799,0.479298,0.078770,0.232576,0.463033,-0.188352,-0.063371,-0.103303,0.169001,-0.878654,-0.543851,0.031872,-0.152358,0.800421,-0.661199,0.032222,0.266334,0.074711,0.157018,0.014471,-0.136675,0.017340,-0.818744,-0.188528,-0.551265,-0.731039,0.175804,0.013209,0.186643,-0.008138,0.024450,-0.098121,0.161103,-0.002325,-0.001407,0.001562
0.002263,-0.014500,0.765144,0.707007,0.028292,0.049625,-0.704896,0.099575,-0.627577,-0.097673,-0.562624,0.572936,-0.233140,-0.085459,0.463218,0.075147,0.221724,0.448773,-0.184948,-0.063113,-0.099593,0.168841,-0.878117,-0.545924,0.035056,-0.152419,0.800334,-0.661199,0.031736,0.256805,0.070591,0.153236,0.018834,-0.134624,0.017362,-0.790044,-0.174991,-0.532915,-0.697182,0.166376,0.013376,0.183880,-0.007874,0.028363,-0.106597,0.156845,-0.003472,-0.006871,-0.001387
0.002384,-0.015347,0.765508,0.706988,0.027835,0.048991,-0.704978,0.100201,-0.622530,-0.096304,-0.559591,0.573356,-0.235804,-0.085104,0.447696,0.071770,0.211259,0.435146,-0.181697,-0.062836,-0.095948,0.168686,-0.877520,-0.548115,0.038146,-0.152496,0.800146,-0.661255,0.030414,0.248498,0.066620,0.150749,0.021918,-0.131696,0.017667,-0.761379,-0.162734,-0.513315,-0.664876,0.157509,0.013606,0.180005,-0.007464,0.031006,-0.110222,0.151937,-0.004302,-0.011535,-0.004324
0.002504,-0.016167,0.765827,0.706952,0.027173,0.048064,-0.705103,0.100792,-0.617637,-0.095008,-0.556594,0.573813,-0.238408,-0.084753,0.432762,0.068637,0.201191,0.422178,-0.178648,-0.062569,-0.092393,0.168543,-0.876877,-0.550333,0.041133,-0.152591,0.799873,-0.661372,0.027950,0.240983,0.063903,0.149280,0.023663,-0.129214,0.017552,-0.734813,-0.151007,-0.495106,-0.635293,0.149013,0.012923,0.175300,-0.006893,0.033256,-0.109336,0.147130,-0.005074,-0.015265,-0.007692
0.002616,-0.016965,0.766112,0.706929,0.026747,0.047465,-0.705183,0.101319,-0.612890,-0.093748,-0.553620,0.574303,-0.240972,-0.084402,0.418304,0.065730,0.191455,0.409734,-0.175736,-0.062319,-0.088936,0.168410,-0.876189,-0.552489,0.044031,-0.152699,0.799536,-0.661562,0.023923,0.231840,0.062628,0.145733,0.026070,-0.126578,0.016836,-0.714072,-0.139115,-0.480844,-0.613829,0.145738,0.013112,0.169689,-0.006142,0.035354,-0.103608,0.142370,-0.005672,-0.018254,-0.011401
0.002706,-0.017739,0.766375,0.706894,0.026131,0.046594,-0.705299,0.101749,-0.608363,-0.092503,-0.550765,0.574855,-0.243471,-0.084079,0.404200,0.063073,0.181958,0.397625,-0.172818,-0.062045,-0.085605,0.168297,-0.875463,-0.554477,0.046828,-0.152817,0.799143,-0.661828,0.018810,0.221407,0.062289,0.140260,0.028630,-0.123228,0.014427,-0.696329,-0.126766,-0.468630,-0.597091,0.145908,0.013310,0.163390,-0.005013,0.037153,-0.094211,0.137597,-0.006291,-0.020666,-0.015284
0.002777,-0.018490,0.766618,0.706873,0.025739,0.046028,-0.705372,0.102071,-0.604034,-0.091256,-0.548010,0.575448,-0.245901,-0.083825,0.390451,0.060659,0.172710,0.385850,-0.169900,-0.061787,-0.082400,0.168209,-0.874703,-0.556257,0.049535,-0.152951,0.798709,-0.662174,0.012744,0.212893,0.061857,0.136656,0.030707,-0.120337,0.012617,-0.678217,-0.115797,-0.455880,-0.579198,0.143830,0.012064,0.156883,-0.003567,0.038083,-0.082992,0.133185,-0.006972,-0.022119,-0.019656
0.002838,-0.019219,0.766837,0.706852,0.025363,0.045476,-0.705443,0.102258,-0.599847,-0.090028,-0.545299,0.576084,-0.248285,-0.083575,0.377071,0.058441,0.163723,0.374457,-0.167065,-0.061562,-0.079330,0.168154,-0.873939,-0.557797,0.052155,-0.153096,0.798258,-0.662615,0.006901,0.205506,0.060320,0.135009,0.031818,-0.117435,0.013002,-0.656845,-0.106474,-0.440210,-0.558633,0.139352,0.011407,0.149375,-0.001538,0.037952,-0.070000,0.128591,-0.007552,-0.022464,-0.024283
0.002890,-0.019920,0.767030,0.706827,0.024827,0.044678,-0.705538,0.102347,-0.595814,-0.088844,-0.542609,0.576721,-0.250599,-0.083305,0.364177,0.056400,0.155101,0.363505,-0.164326,-0.061330,-0.076425,0.168148,-0.873185,-0.559057,0.054679,-0.153253,0.797811,-0.663145,0.003793,0.199692,0.057943,0.133675,0.030100,-0.113641,0.013464,-0.632585,-0.098808,-0.422712,-0.535928,0.133298,0.012490,0.141193,0.000962,0.037165,-0.057214,0.123808,-0.007875,-0.022106,-0.027753
